id,planta,periodo_formatado,risco_classificacao,classificacao_original,data_criacao,risco,dt_atualizacao,status_id,status,status_codigo,peso_matematico,mes_ref,is_present
CFBB92-6504,Siqueira das Pedras 2,2023-04,4,3,2025-07-20 03:35:46,Alto,2025-03-06 20:48:27,ST-01,Concluído,300,10,2025-08-20,True
F92F91-1349,Cardoso Verde 1,2023-07,1,3,2025-10-23 23:13:08,Baixo,2024-11-24 08:48:46,ST-01,Aberto,200,10,2025-08-29,True
A4319A-3262,Porto do Galho 4,2023-02,3,2,2026-01-01 13:18:43,Crítico,2026-04-14 14:30:21,ST-01,Em Andamento,400,5,2025-12-23,True
5CC31C-6505,Gomes de Garcia 3,2023-05,3,2,2026-01-30 20:37:18,Alto,2025-04-03 20:47:40,ST-01,Aberto,200,5,2026-05-25,True
6DDA69-2323,Gomes de Garcia 3,2023-08,2,3,2024-10-08 20:50:18,Alto,2025-10-08 04:41:09,ST-01,Em Andamento,200,5,2025-08-20,True
41CE06-6521,Gomes de Garcia 3,2023-11,4,1,2026-04-16 07:58:36,Baixo,2026-04-02 19:32:03,ST-01,Cancelado,100,10,2024-09-15,True
4E3810-642,Gomes de Garcia 3,2023-08,2,2,2026-02-28 19:56:52,Baixo,2026-04-14 14:30:21,ST-02,Aberto,300,10,2024-08-15,True
6A64B1-2632,Nunes 0,2023-04,4,1,2025-04-11 08:16:43,Crítico,2026-05-12 08:01:18,ST-01,Aberto,200,5,2024-08-15,True
1C621B-2243,Cardoso Verde 1,2023-04,2,3,2025-07-09 23:07:23,Alto,2026-05-16 01:41:14,ST-02,Em Andamento,100,10,2024-09-15,True
2BC15B-1869,Siqueira das Pedras 2,2023-09,1,1,2025-04-15 10:18:19,Baixo,2025-10-08 04:41:09,ST-01,Aberto,300,5,2025-08-29,True
9E7557-4179,Porto do Galho 4,2023-07,3,3,2025-11-09 21:28:10,Baixo,2025-10-10 09:10:13,ST-01,Concluído,300,5,2024-09-04,True
F53B99-3998,Nunes 0,2023-03,1,4,2025-05-03 18:20:38,Baixo,2025-11-22 23:28:44,ST-02,Concluído,200,10,2026-06-25,True
1C678B-1354,Cardoso Verde 1,2023-03,4,4,2024-11-02 16:49:49,Crítico,2025-08-02 13:15:23,ST-02,Em Andamento,100,10,2026-06-25,True
5757F7-2271,Nunes 0,2023-12,2,1,2024-07-27 12:25:52,Crítico,2025-06-18 07:04:20,ST-01,Aberto,100,10,2024-07-19,True
37E215-6632,Cardoso Verde 1,2023-11,3,2,2025-04-19 01:01:12,Baixo,2026-04-24 03:21:18,ST-02,Em Andamento,400,5,2024-09-04,True
B71824-2371,Siqueira das Pedras 2,2023-09,1,4,2024-10-13 22:18:31,Médio,2026-04-02 19:32:03,ST-01,Cancelado,300,10,2024-09-23,True
811804-605,Gomes de Garcia 3,2023-10,4,2,2025-03-10 06:18:39,Baixo,2025-01-20 20:32:14,ST-01,Aberto,200,10,2025-12-23,True
3EFDA5-5127,Porto do Galho 4,2023-07,1,2,2025-02-19 09:57:12,Crítico,2026-05-16 01:41:14,ST-02,Aberto,300,5,2025-08-20,True
378ADC-1228,Siqueira das Pedras 2,2024-01,2,1,2024-12-25 07:49:47,Alto,2026-06-19 17:33:40,ST-02,Concluído,300,5,2024-09-23,True
C952BB-3326,Siqueira das Pedras 2,2023-09,3,1,2026-04-02 04:23:40,Crítico,2025-10-08 04:41:09,ST-01,Cancelado,300,10,2026-05-25,True
52AAAE-3879,Nunes 0,2023-06,2,2,2025-12-03 04:01:07,Alto,2025-01-20 20:32:14,ST-01,Em Andamento,300,5,2025-08-20,True
7FAFB8-2268,Cardoso Verde 1,2023-12,4,3,2026-01-13 07:00:03,Alto,2025-06-18 07:04:20,ST-02,Aberto,400,10,2024-09-04,True
0CE967-1896,Nunes 0,2023-04,4,1,2026-04-20 18:28:20,Baixo,2025-10-08 04:41:09,ST-01,Aberto,100,5,2024-09-23,True
C59BAF-5430,Gomes de Garcia 3,2023-01,1,1,2025-04-18 07:10:00,Baixo,2026-06-14 09:27:06,ST-01,Em Andamento,400,10,2024-07-19,True
FBDFC2-1048,Cardoso Verde 1,2023-06,3,2,2025-04-17 10:46:37,Baixo,2026-04-14 14:30:21,ST-01,Aberto,400,10,2026-05-18,True
B6CE81-1938,Porto do Galho 4,2023-03,2,2,2024-07-25 18:07:58,Alto,2025-10-10 09:10:13,ST-02,Em Andamento,200,5,2026-05-25,True
73205D-3038,Nunes 0,2023-04,1,1,2026-06-26 08:55:00,Crítico,2026-04-24 03:21:18,ST-01,Concluído,400,5,2024-09-04,True
97FD61-6192,Gomes de Garcia 3,2023-03,2,1,2024-08-24 18:39:26,Crítico,2026-04-24 03:21:18,ST-02,Concluído,300,5,2026-05-25,True
9CB70D-1968,Porto do Galho 4,2023-10,2,1,2026-02-21 19:23:03,Alto,2025-10-10 09:10:13,ST-01,Em Andamento,300,5,2024-09-15,True
9FD0F6-162,Cardoso Verde 1,2023-01,3,2,2024-08-12 22:45:22,Médio,2024-07-23 11:43:18,ST-01,Concluído,200,10,2026-06-25,True
260160-4658,Nunes 0,2023-02,4,3,2024-08-04 06:11:38,Crítico,2025-10-08 04:41:09,ST-01,Aberto,300,5,2024-09-23,True
AA17F5-5350,Siqueira das Pedras 2,2024-01,2,3,2024-07-06 08:30:02,Baixo,2026-05-16 01:41:14,ST-02,Aberto,300,10,2025-08-29,True
E75077-4913,Nunes 0,2023-02,2,4,2025-09-26 08:16:29,Médio,2025-01-20 20:32:14,ST-02,Aberto,300,5,2024-09-04,True
466813-6126,Gomes de Garcia 3,2023-03,3,2,2025-05-27 17:44:27,Crítico,2026-04-14 14:30:21,ST-02,Cancelado,400,5,2026-05-18,True
F6CFD5-1176,Cardoso Verde 1,2023-12,3,4,2025-11-04 05:33:04,Alto,2024-11-04 13:58:14,ST-01,Concluído,300,10,2025-08-29,True
D64538-452,Porto do Galho 4,2023-08,4,1,2024-10-18 09:14:12,Alto,2024-08-23 02:13:39,ST-01,Aberto,100,5,2024-07-19,True
7E919E-1520,Cardoso Verde 1,2023-12,3,1,2025-05-08 13:10:59,Baixo,2024-08-12 14:20:14,ST-01,Cancelado,100,5,2026-05-18,True
F96DDF-4587,Gomes de Garcia 3,2023-10,2,4,2026-01-01 03:00:07,Baixo,2025-06-18 07:04:20,ST-02,Em Andamento,200,10,2024-08-15,True
317C8B-6061,Porto do Galho 4,2023-07,2,2,2025-05-06 08:54:58,Crítico,2025-06-18 07:04:20,ST-02,Aberto,100,5,2024-09-23,True
B04965-4901,Porto do Galho 4,2023-01,4,3,2025-03-09 00:42:31,Crítico,2024-07-23 11:43:18,ST-01,Aberto,100,5,2026-06-25,True
F6B8AA-267,Porto do Galho 4,2023-03,2,1,2025-10-19 03:15:37,Baixo,2026-05-12 08:01:18,ST-01,Concluído,200,10,2025-05-25,True
EB331E-668,Siqueira das Pedras 2,2023-04,2,4,2024-08-30 11:43:00,Crítico,2024-08-02 04:55:02,ST-02,Em Andamento,400,5,2024-08-15,True
7F5307-5508,Gomes de Garcia 3,2023-06,2,3,2025-02-01 23:07:05,Alto,2024-07-23 11:43:18,ST-01,Em Andamento,100,10,2026-06-25,True
010A63-2901,Gomes de Garcia 3,2023-12,4,2,2026-04-08 02:51:37,Baixo,2024-11-24 08:48:46,ST-02,Cancelado,300,5,2024-08-15,True
98D1B4-5285,Gomes de Garcia 3,2024-01,1,2,2025-05-21 04:21:12,Alto,2026-06-14 09:27:06,ST-01,Aberto,300,10,2025-12-23,True
F5448A-3405,Porto do Galho 4,2024-01,4,3,2025-12-25 13:34:14,Crítico,2026-05-16 01:41:14,ST-02,Cancelado,400,5,2024-09-04,True
E1B93D-5495,Siqueira das Pedras 2,2023-01,2,3,2025-05-05 16:39:29,Crítico,2025-01-20 20:32:14,ST-01,Em Andamento,300,10,2024-09-23,True
CEDB73-1319,Gomes de Garcia 3,2023-05,2,2,2024-08-09 05:20:38,Alto,2026-04-14 14:30:21,ST-02,Aberto,300,5,2024-09-04,True
4AC466-3817,Porto do Galho 4,2023-06,4,4,2025-10-26 14:16:15,Médio,2024-08-02 04:55:02,ST-01,Em Andamento,100,5,2024-08-15,True
BAC59C-2391,Siqueira das Pedras 2,2023-06,4,2,2025-06-02 10:56:27,Baixo,2024-08-12 14:20:14,ST-01,Concluído,300,5,2026-06-25,True
981915-2184,Nunes 0,2023-03,1,4,2025-01-08 07:26:11,Alto,2025-06-18 07:04:20,ST-02,Aberto,400,10,2025-08-20,True
57DF4F-146,Cardoso Verde 1,2023-05,2,4,2025-08-17 12:04:12,Baixo,2026-06-14 09:27:06,ST-02,Aberto,400,5,2024-09-23,True
EA3AC1-4038,Cardoso Verde 1,2023-11,3,4,2026-02-13 01:13:22,Alto,2025-08-02 13:15:23,ST-02,Concluído,300,5,2024-11-12,True
E629A1-6312,Gomes de Garcia 3,2023-06,3,1,2025-06-30 15:46:41,Médio,2026-06-14 09:27:06,ST-02,Cancelado,400,10,2025-05-25,True
EFCD96-2229,Gomes de Garcia 3,2023-11,1,4,2025-08-16 19:56:30,Alto,2025-04-03 20:47:40,ST-02,Cancelado,100,5,2024-08-15,True
ADE6FF-5023,Nunes 0,2023-09,2,3,2026-05-12 20:06:17,Alto,2026-04-02 19:32:03,ST-02,Cancelado,200,10,2025-08-20,True
016894-5699,Porto do Galho 4,2023-09,4,2,2025-02-19 04:39:42,Alto,2026-05-16 01:41:14,ST-01,Aberto,400,10,2026-05-25,True
C7B9E8-5657,Siqueira das Pedras 2,2023-05,1,3,2025-04-08 13:29:45,Baixo,2026-04-24 03:21:18,ST-01,Concluído,400,5,2026-05-25,True
FA37E7-4012,Cardoso Verde 1,2023-03,1,2,2025-03-14 10:27:35,Crítico,2026-06-14 09:27:06,ST-02,Cancelado,300,5,2026-05-25,True
3165B7-4391,Porto do Galho 4,2023-01,2,1,2025-08-07 21:34:40,Médio,2026-06-19 17:33:40,ST-02,Concluído,100,5,2026-06-25,True
F650B3-535,Cardoso Verde 1,2023-12,3,4,2024-10-07 16:04:08,Alto,2024-08-12 14:20:14,ST-02,Em Andamento,300,10,2025-12-23,True
961879-1694,Gomes de Garcia 3,2023-05,4,4,2024-08-15 10:58:35,Crítico,2026-06-19 17:33:40,ST-01,Aberto,300,10,2025-05-25,True
992899-4638,Porto do Galho 4,2023-03,2,3,2025-02-06 04:20:55,Alto,2025-03-06 20:48:27,ST-02,Em Andamento,300,10,2026-05-18,True
50C8A6-4923,Cardoso Verde 1,2023-05,3,3,2024-10-10 11:04:51,Crítico,2024-11-24 08:48:46,ST-01,Cancelado,400,10,2025-08-29,True
D9BA92-4434,Cardoso Verde 1,2023-05,3,4,2025-01-08 08:54:51,Baixo,2026-06-14 09:27:06,ST-01,Em Andamento,200,5,2024-07-19,True
DFD29A-1603,Gomes de Garcia 3,2023-08,4,4,2025-10-03 14:13:43,Alto,2025-06-18 07:04:20,ST-02,Concluído,200,10,2026-05-25,True
5D2DC2-4211,Gomes de Garcia 3,2023-09,1,3,2024-08-04 06:11:38,Crítico,2024-11-04 13:58:14,ST-02,Em Andamento,400,5,2026-05-18,True
8B5910-353,Porto do Galho 4,2023-06,1,4,2026-03-25 21:27:36,Crítico,2025-01-20 20:32:14,ST-01,Aberto,400,10,2024-07-19,True
7A4E17-5206,Porto do Galho 4,2023-10,4,2,2024-12-17 12:50:29,Alto,2024-08-23 02:13:39,ST-01,Aberto,400,5,2026-05-18,True
63830E-5261,Gomes de Garcia 3,2023-02,4,4,2025-12-18 17:13:40,Médio,2025-11-22 23:28:44,ST-01,Aberto,400,10,2026-06-25,True
FC7FEA-6351,Gomes de Garcia 3,2023-12,3,3,2024-09-17 04:25:50,Alto,2026-05-16 01:41:14,ST-02,Cancelado,200,5,2024-09-23,True
942DB1-211,Gomes de Garcia 3,2023-06,2,1,2025-11-08 16:54:29,Médio,2026-04-24 03:21:18,ST-01,Em Andamento,100,10,2024-09-04,True
7D5C26-3579,Gomes de Garcia 3,2023-12,3,2,2026-03-17 01:47:08,Alto,2025-10-10 09:10:13,ST-01,Em Andamento,100,5,2024-08-15,True
956B89-4231,Siqueira das Pedras 2,2023-11,4,1,2024-07-27 12:25:52,Baixo,2025-04-03 20:47:40,ST-02,Concluído,200,10,2024-07-19,True
80F038-1004,Porto do Galho 4,2023-01,2,1,2024-09-27 11:31:22,Crítico,2026-06-19 17:33:40,ST-01,Em Andamento,100,5,2025-05-25,True
85E825-3376,Nunes 0,2023-01,3,1,2025-08-07 23:19:30,Médio,2024-08-23 02:13:39,ST-02,Aberto,400,10,2025-12-23,True
8D3A78-4577,Siqueira das Pedras 2,2023-07,1,2,2024-09-22 02:35:44,Crítico,2025-08-02 13:15:23,ST-01,Concluído,200,5,2025-05-25,True
3E0593-2561,Porto do Galho 4,2024-01,2,1,2026-03-21 16:45:41,Baixo,2025-10-10 09:10:13,ST-02,Aberto,400,5,2025-08-29,True
55EC09-3167,Siqueira das Pedras 2,2023-09,1,2,2025-12-30 09:03:17,Médio,2026-04-24 03:21:18,ST-01,Em Andamento,300,5,2024-11-12,True
D80610-5673,Gomes de Garcia 3,2023-08,2,1,2026-06-26 02:48:34,Baixo,2025-10-08 04:41:09,ST-01,Cancelado,300,10,2024-08-15,True
056A4D-5985,Nunes 0,2023-03,4,1,2026-03-29 15:10:29,Baixo,2024-11-04 13:58:14,ST-01,Concluído,400,5,2026-05-25,True
CDB708-4615,Siqueira das Pedras 2,2023-10,4,4,2025-12-01 23:09:49,Crítico,2025-06-18 07:04:20,ST-02,Aberto,200,10,2024-08-15,True
1AFABB-285,Porto do Galho 4,2023-08,4,1,2025-09-23 06:10:29,Médio,2024-11-24 08:48:46,ST-01,Concluído,400,10,2025-12-23,True
3E7012-4860,Siqueira das Pedras 2,2023-02,3,3,2026-04-13 10:21:07,Baixo,2025-01-20 20:32:14,ST-02,Cancelado,100,5,2025-12-23,True
ABE4FD-857,Cardoso Verde 1,2023-05,1,4,2026-04-28 07:46:35,Crítico,2024-08-12 14:20:14,ST-02,Em Andamento,300,10,2024-09-23,True
650443-6104,Cardoso Verde 1,2023-12,2,2,2025-11-04 01:54:19,Baixo,2025-11-22 23:28:44,ST-02,Aberto,100,10,2024-09-04,True
756325-6651,Cardoso Verde 1,2023-11,2,3,2025-10-17 11:57:22,Alto,2026-05-12 08:01:18,ST-02,Em Andamento,300,10,2024-11-12,True
D44D39-79,Gomes de Garcia 3,2023-11,2,2,2026-04-21 07:32:52,Alto,2026-05-16 01:41:14,ST-01,Concluído,100,10,2024-09-15,True
F7E2E9-1605,Gomes de Garcia 3,2023-11,1,3,2025-03-07 07:06:08,Crítico,2024-08-12 14:20:14,ST-01,Em Andamento,400,10,2025-12-23,True
6C7278-5421,Nunes 0,2023-03,3,2,2025-06-03 08:30:09,Baixo,2024-07-23 11:43:18,ST-01,Em Andamento,400,10,2025-12-23,True
86D64E-4269,Nunes 0,2023-01,3,4,2026-03-05 19:56:34,Médio,2025-03-06 20:48:27,ST-01,Concluído,200,10,2026-05-25,True
59CD34-3437,Porto do Galho 4,2023-07,1,3,2025-12-27 20:02:25,Médio,2025-07-23 23:37:19,ST-02,Aberto,200,5,2024-09-15,True
943937-2134,Siqueira das Pedras 2,2023-07,1,4,2025-10-23 23:39:50,Médio,2025-11-22 23:28:44,ST-02,Em Andamento,400,5,2026-05-25,True
E4FEE7-5675,Porto do Galho 4,2023-02,3,1,2024-07-19 10:34:36,Médio,2025-01-20 20:32:14,ST-01,Cancelado,200,5,2024-09-15,True
B8E70C-4349,Gomes de Garcia 3,2023-06,1,1,2026-02-05 02:58:44,Crítico,2026-06-19 17:33:40,ST-01,Aberto,200,5,2026-06-25,True
1D2BB5-568,Porto do Galho 4,2023-06,3,1,2025-04-26 18:51:46,Crítico,2026-06-19 17:33:40,ST-01,Aberto,400,10,2024-08-15,True
E8B0F1-175,Cardoso Verde 1,2023-12,4,1,2025-03-14 20:25:25,Médio,2024-08-02 04:55:02,ST-02,Cancelado,300,5,2024-07-19,True
0601C1-5065,Cardoso Verde 1,2023-02,3,2,2026-03-11 18:47:54,Médio,2025-01-20 20:32:14,ST-01,Cancelado,200,5,2025-12-23,True
E44F26-1811,Siqueira das Pedras 2,2023-02,1,1,2025-10-20 11:37:28,Crítico,2026-06-19 17:33:40,ST-01,Concluído,300,10,2024-09-04,True
E87BB9-4787,Porto do Galho 4,2023-01,1,3,2025-02-06 13:11:38,Baixo,2025-08-02 13:15:23,ST-02,Aberto,400,5,2025-05-25,True
BFC34E-180,Gomes de Garcia 3,2023-11,1,3,2025-06-21 02:20:19,Médio,2024-11-24 08:48:46,ST-01,Aberto,300,5,2024-09-23,True
8618A1-2356,Porto do Galho 4,2023-04,2,3,2026-04-22 05:31:03,Crítico,2024-11-04 13:58:14,ST-02,Em Andamento,100,10,2025-08-29,True
25AB54-2417,Porto do Galho 4,2023-08,1,4,2024-12-05 02:27:58,Alto,2025-01-20 20:32:14,ST-02,Concluído,300,10,2024-09-23,True
1350D0-4817,Gomes de Garcia 3,2023-03,3,1,2026-03-30 18:09:45,Crítico,2024-08-02 04:55:02,ST-02,Concluído,300,5,2024-09-23,True
0334F5-1135,Cardoso Verde 1,2023-01,1,4,2026-06-22 01:58:21,Alto,2024-11-24 08:48:46,ST-02,Aberto,300,10,2025-08-20,True
0AB20D-3660,Nunes 0,2023-04,3,1,2024-11-27 16:20:46,Crítico,2026-05-12 08:01:18,ST-01,Aberto,300,5,2024-09-23,True
E1600E-4298,Siqueira das Pedras 2,2023-12,2,1,2026-05-20 06:27:07,Baixo,2026-06-14 09:27:06,ST-01,Concluído,100,10,2024-09-04,True
15BC50-3833,Cardoso Verde 1,2023-04,3,4,2025-10-07 22:25:03,Médio,2025-04-03 20:47:40,ST-01,Em Andamento,200,5,2025-05-25,True
8A7AFD-425,Gomes de Garcia 3,2023-08,4,4,2025-07-20 04:49:37,Alto,2025-04-03 20:47:40,ST-02,Cancelado,300,10,2024-09-15,True
B5FEC3-838,Siqueira das Pedras 2,2023-01,2,4,2026-03-24 12:30:00,Crítico,2024-11-24 08:48:46,ST-01,Aberto,300,10,2025-08-20,True
AFD9DC-5948,Gomes de Garcia 3,2023-09,3,4,2024-08-22 23:28:07,Alto,2025-10-10 09:10:13,ST-01,Cancelado,100,10,2026-05-25,True
C13C0F-5126,Porto do Galho 4,2024-01,4,4,2025-07-15 02:06:18,Médio,2025-01-20 20:32:14,ST-02,Concluído,100,10,2024-07-19,True
600CC7-4010,Siqueira das Pedras 2,2023-09,2,3,2024-07-30 15:51:16,Baixo,2026-06-19 17:33:40,ST-01,Concluído,300,5,2025-08-20,True
3DA435-2532,Porto do Galho 4,2023-11,4,3,2025-11-10 12:43:35,Crítico,2026-06-14 09:27:06,ST-01,Cancelado,400,5,2024-07-19,True
7B48F5-936,Gomes de Garcia 3,2024-01,3,3,2025-11-17 11:35:52,Crítico,2025-08-02 13:15:23,ST-02,Aberto,400,10,2024-09-23,True
7BD684-4762,Cardoso Verde 1,2023-02,1,3,2026-01-04 01:35:11,Baixo,2025-06-18 07:04:20,ST-02,Em Andamento,400,10,2025-08-29,True
0E730C-2413,Gomes de Garcia 3,2024-01,1,1,2026-06-27 15:00:48,Baixo,2024-11-04 13:58:14,ST-02,Cancelado,300,10,2025-05-25,True
8B2820-4507,Cardoso Verde 1,2024-01,2,1,2025-05-28 21:27:17,Médio,2025-11-22 23:28:44,ST-02,Aberto,200,5,2025-12-23,True
18FBD8-182,Gomes de Garcia 3,2024-01,4,2,2024-06-29 22:41:13,Crítico,2026-05-12 08:01:18,ST-01,Cancelado,400,5,2024-08-15,True
B90EB8-5831,Nunes 0,2024-01,2,2,2025-02-14 19:43:52,Crítico,2025-03-06 20:48:27,ST-01,Aberto,300,5,2024-07-19,True
227687-3345,Nunes 0,2023-04,2,1,2025-01-08 07:26:11,Alto,2025-10-08 04:41:09,ST-01,Em Andamento,200,5,2024-07-19,True
32FEBC-3926,Cardoso Verde 1,2023-03,4,4,2025-08-17 18:49:57,Baixo,2026-05-16 01:41:14,ST-01,Aberto,100,5,2024-09-15,True
430DC1-2716,Siqueira das Pedras 2,2023-12,2,3,2025-05-05 05:42:52,Crítico,2026-06-14 09:27:06,ST-02,Cancelado,400,5,2024-07-19,True
A81E96-4570,Siqueira das Pedras 2,2023-04,4,3,2026-06-04 07:55:21,Baixo,2025-07-23 23:37:19,ST-01,Concluído,300,10,2026-05-18,True
E020B7-5071,Gomes de Garcia 3,2023-02,3,4,2025-07-15 20:30:07,Crítico,2024-11-24 08:48:46,ST-02,Aberto,400,10,2024-09-23,True
5E50B4-4416,Cardoso Verde 1,2023-08,1,2,2026-05-10 16:49:20,Crítico,2026-04-24 03:21:18,ST-01,Aberto,100,5,2024-09-04,True
85F651-6279,Cardoso Verde 1,2024-01,2,2,2024-10-08 10:30:27,Alto,2024-08-23 02:13:39,ST-02,Em Andamento,100,10,2024-08-15,True
9988A1-6604,Siqueira das Pedras 2,2023-03,3,1,2025-09-10 22:18:50,Médio,2026-04-02 19:32:03,ST-01,Aberto,400,10,2024-09-15,True
2CD72A-354,Porto do Galho 4,2024-01,4,1,2024-09-03 08:38:55,Crítico,2025-08-02 13:15:23,ST-02,Em Andamento,400,5,2024-09-15,True
BEC95B-6139,Siqueira das Pedras 2,2023-06,4,1,2025-11-04 21:56:18,Crítico,2025-11-22 23:28:44,ST-02,Concluído,100,5,2024-09-23,True
84305E-2575,Cardoso Verde 1,2023-04,4,4,2025-01-09 16:00:03,Médio,2026-05-16 01:41:14,ST-01,Concluído,400,10,2024-11-12,True
6BA12D-4072,Porto do Galho 4,2023-02,2,3,2025-12-31 00:52:06,Baixo,2025-10-10 09:10:13,ST-02,Em Andamento,300,5,2026-05-18,True
107B92-1407,Nunes 0,2023-12,2,3,2025-07-31 08:25:38,Alto,2025-07-23 23:37:19,ST-02,Cancelado,200,5,2024-09-23,True
6C5E9A-3976,Porto do Galho 4,2023-06,4,4,2025-12-27 22:42:44,Crítico,2026-05-12 08:01:18,ST-02,Cancelado,100,5,2026-05-25,True
589DAE-6174,Gomes de Garcia 3,2023-07,2,4,2025-04-09 06:17:39,Crítico,2026-05-16 01:41:14,ST-02,Aberto,100,5,2025-08-29,True
10C1DD-2676,Nunes 0,2023-09,1,1,2024-11-08 18:45:57,Crítico,2025-11-22 23:28:44,ST-01,Concluído,300,10,2024-07-19,True
4B4D29-3109,Nunes 0,2023-03,2,2,2025-12-23 21:16:17,Baixo,2025-10-08 04:41:09,ST-02,Cancelado,300,10,2024-08-15,True
1DF3CB-6622,Nunes 0,2023-02,2,4,2025-10-19 05:37:43,Alto,2024-07-23 11:43:18,ST-02,Em Andamento,400,10,2024-11-12,True
738317-2463,Cardoso Verde 1,2023-09,4,4,2025-12-19 16:30:53,Crítico,2026-05-12 08:01:18,ST-01,Em Andamento,300,5,2024-11-12,True
82B427-2735,Porto do Galho 4,2023-07,4,4,2026-02-11 20:16:38,Baixo,2026-05-16 01:41:14,ST-01,Em Andamento,300,5,2025-05-25,True
DB2CF2-5179,Cardoso Verde 1,2023-03,4,2,2025-09-19 19:44:42,Alto,2026-06-14 09:27:06,ST-02,Em Andamento,300,10,2025-08-29,True
D9457F-6004,Cardoso Verde 1,2023-10,3,4,2024-09-19 20:44:47,Médio,2024-11-04 13:58:14,ST-02,Em Andamento,200,5,2024-08-15,True
0A0504-3644,Gomes de Garcia 3,2023-11,3,4,2026-03-22 06:12:08,Alto,2025-08-02 13:15:23,ST-01,Em Andamento,300,10,2024-09-04,True
FDDEF7-3075,Siqueira das Pedras 2,2023-01,2,2,2025-11-09 21:28:10,Médio,2024-08-02 04:55:02,ST-01,Cancelado,100,10,2024-09-04,True
6F3244-5444,Cardoso Verde 1,2023-03,1,4,2025-11-19 06:41:07,Crítico,2025-06-18 07:04:20,ST-02,Em Andamento,400,10,2026-06-25,True
F76FFF-5836,Siqueira das Pedras 2,2023-03,1,3,2026-06-05 14:48:57,Médio,2025-03-06 20:48:27,ST-02,Aberto,400,5,2026-05-18,True
40666A-1738,Porto do Galho 4,2023-07,3,3,2025-02-21 11:18:47,Baixo,2025-01-20 20:32:14,ST-01,Cancelado,400,5,2024-09-23,True
8F5019-6477,Siqueira das Pedras 2,2023-10,2,3,2025-02-23 02:20:42,Baixo,2025-07-23 23:37:19,ST-01,Cancelado,300,5,2024-08-15,True
DBFDA4-6544,Siqueira das Pedras 2,2023-03,4,4,2026-03-21 01:36:04,Crítico,2025-11-22 23:28:44,ST-02,Em Andamento,400,5,2024-11-12,True
C4DC52-714,Gomes de Garcia 3,2023-09,4,3,2025-04-09 05:54:51,Crítico,2025-10-08 04:41:09,ST-01,Cancelado,100,10,2026-06-25,True
1F23EB-287,Cardoso Verde 1,2023-05,1,4,2024-10-21 20:03:56,Médio,2025-01-20 20:32:14,ST-02,Em Andamento,200,10,2025-05-25,True
896CF6-2256,Nunes 0,2023-08,3,4,2024-08-13 15:54:31,Baixo,2025-10-10 09:10:13,ST-01,Em Andamento,400,10,2025-08-29,True
35D72E-4991,Siqueira das Pedras 2,2023-04,2,3,2025-12-13 16:01:42,Baixo,2025-01-20 20:32:14,ST-01,Concluído,100,10,2026-05-18,True
459F55-5256,Nunes 0,2023-11,3,1,2024-08-01 20:36:41,Médio,2025-04-03 20:47:40,ST-01,Em Andamento,100,5,2024-08-15,True
F01DC0-2354,Cardoso Verde 1,2023-02,3,3,2025-03-10 04:07:35,Baixo,2025-08-02 13:15:23,ST-02,Concluído,100,10,2024-09-04,True
597AC3-2124,Porto do Galho 4,2023-04,2,2,2025-12-22 12:22:08,Alto,2025-10-08 04:41:09,ST-01,Cancelado,400,5,2025-08-20,True
4E2F56-3519,Siqueira das Pedras 2,2024-01,2,3,2026-06-09 00:25:59,Médio,2026-06-19 17:33:40,ST-02,Em Andamento,200,5,2024-09-23,True
BD9C42-2744,Siqueira das Pedras 2,2023-01,1,1,2025-05-03 23:38:07,Crítico,2025-03-06 20:48:27,ST-01,Cancelado,200,5,2024-08-15,True
40E32E-6585,Siqueira das Pedras 2,2023-08,2,1,2025-01-25 22:02:23,Crítico,2026-06-19 17:33:40,ST-02,Cancelado,200,10,2026-05-25,True
0158D0-4162,Cardoso Verde 1,2023-01,4,2,2025-03-13 07:35:29,Baixo,2026-05-16 01:41:14,ST-01,Em Andamento,400,5,2024-07-19,True
6A3B1C-6111,Cardoso Verde 1,2023-10,2,4,2026-06-12 22:57:13,Médio,2025-11-22 23:28:44,ST-01,Concluído,100,10,2025-12-23,True
4DD8AE-6031,Cardoso Verde 1,2023-09,1,2,2025-10-01 02:46:25,Alto,2025-04-03 20:47:40,ST-01,Aberto,200,5,2026-06-25,True
FB26F3-757,Siqueira das Pedras 2,2023-03,1,2,2026-01-03 20:27:16,Baixo,2024-08-12 14:20:14,ST-01,Cancelado,300,5,2024-08-15,True
07BF05-3103,Siqueira das Pedras 2,2023-09,1,2,2025-09-07 14:10:28,Crítico,2026-06-19 17:33:40,ST-02,Concluído,100,10,2024-09-04,True
298429-4633,Siqueira das Pedras 2,2023-10,1,3,2026-04-15 15:09:28,Crítico,2024-07-23 11:43:18,ST-02,Cancelado,200,10,2025-05-25,True
94B9E9-5640,Gomes de Garcia 3,2023-09,1,1,2025-05-22 11:50:36,Crítico,2025-04-03 20:47:40,ST-01,Cancelado,200,5,2025-08-20,True
A9A4E0-3447,Porto do Galho 4,2023-01,2,4,2025-08-20 11:06:36,Alto,2024-11-04 13:58:14,ST-01,Em Andamento,100,5,2025-08-20,True
7C3489-1877,Porto do Galho 4,2023-07,1,4,2026-04-16 13:36:01,Baixo,2026-04-24 03:21:18,ST-01,Em Andamento,400,5,2025-05-25,True
